id, url, name
76, https://www.youtube.com/watch?v=LK8iOiqzohE&pp=ygUXRmFybSB3ZWVkaW5nIHRlY2huaXF1ZXPSBwkJfgkBhyohjO8%3D, Flame Weeding Explanation
77, https://www.youtube.com/watch?v=VHA_E3YTfDk&pp=ygUZSG93IHRvIG1pbGsgYSBjb3cgYnkgaGFuZA%3D%3D, Milking a cow at Lake Metroparks Farmpark.
78, https://www.youtube.com/watch?v=sXbcNlX3kTQ&pp=ygUZSG93IHRvIG1pbGsgYSBjb3cgYnkgaGFuZA%3D%3D, How to milk a cow
79, https://www.youtube.com/watch?v=-9NbedNizN8&pp=ygUbSG93IHRvIHJhaXNlIGdvYXRzIGZvciBtaWxr0gcJCX4JAYcqIYzv, Milking Our Goat For the First Time (Nigerian Dwarf Goats)
80, https://www.youtube.com/watch?v=9WodVxIxsWE&pp=ygUgUGlnIGZhcm1pbmcgZnJvbSBzdGFydCB0byBmaW5pc2g%3D, From farm to table: Hog processing in action @UncleTimsFarm
81, https://www.youtube.com/watch?v=lH78XP8knMA&pp=ygUgUGlnIGZhcm1pbmcgZnJvbSBzdGFydCB0byBmaW5pc2g%3D, Pig Farming for Beginners (MUST WATCH)
82, https://www.youtube.com/watch?v=r-p7DeOPtgU&pp=ygUgUGlnIGZhcm1pbmcgZnJvbSBzdGFydCB0byBmaW5pc2g%3D, Basic Requirements To Start Your Own Pig Farm
83, https://www.youtube.com/watch?v=x9rPLywWs_8&pp=ygUiQ2hpY2tlbiBjb29wIHNldHVwIGFuZCBtYWludGVuYW5jZQ%3D%3D, Setting Up the Winter Chicken Coop
84, https://www.youtube.com/watch?v=xp5OMWZyZhk&pp=ygUiQ2hpY2tlbiBjb29wIHNldHVwIGFuZCBtYWludGVuYW5jZQ%3D%3D, HOW to KEEP your CHICKENS WATER from FREEZING OFF-GRID HACK
85, https://www.youtube.com/watch?v=j86Eu4pPMqc&pp=ygUiQ2hpY2tlbiBjb29wIHNldHVwIGFuZCBtYWludGVuYW5jZQ%3D%3D, 7 Essentials TIPS for Raising Chicks
86, https://www.youtube.com/watch?v=xnUZKWLh5XM&pp=ygUgSG93IHRvIHVzZSBhIHRyYWN0b3IgZm9yIHBsb3dpbmc%3D, PLOWING A FIELD WITH A SMALL TRACTOR. DID IT WORK? 🤔🚜
87, https://www.youtube.com/watch?v=TXHAmmjNj5s&pp=ygUdSG93IHRvIGNhbGlicmF0ZSBhIHNlZWQgZHJpbGw%3D, Great Plains Drill Calibration Video
88, https://www.youtube.com/watch?v=TrvJ1R2XmVU&pp=ygUgTWFraW5nIG9yZ2FuaWMgcGVzdGljaWRlIGZhcm1pbmc%3D, How to Make Safe Pesticide
89, https://www.youtube.com/watch?v=RTbVw9GZfws&pp=ygUdVXNpbmcgY292ZXIgY3JvcHMgZWZmZWN0aXZlbHnSBwkJfgkBhyohjO8%3D, Effectively Managing Cover Crops
90, https://www.youtube.com/watch?v=--vP_LrXZwo&pp=ygUdVXNpbmcgY292ZXIgY3JvcHMgZWZmZWN0aXZlbHk%3D, Cover crop mix. What is the management goal?
91, https://www.youtube.com/watch?v=5mGTAdWU1b4&pp=ygUdVXNpbmcgY292ZXIgY3JvcHMgZWZmZWN0aXZlbHnSBwkJfgkBhyohjO8%3D, Recommendations for Planting Into Cover Crops
92, https://www.youtube.com/watch?v=melP6QGp3lk&pp=ygUeV2F0ZXIgY29uc2VydmF0aW9uIGZvciBmYXJtZXJz, Drip Irrigation: Water Conservation and Produce Safety Video
93, https://www.youtube.com/watch?v=EV2kCEapzCc&pp=ygUeV2F0ZXIgY29uc2VydmF0aW9uIGZvciBmYXJtZXJz, Smart Irrigation Systems: Boosting Yields While Saving Water!
94, https://www.youtube.com/watch?v=Hhxw8h4yJxQ&pp=ygUaU29pbCB0ZXN0aW5nIGFuZCBhbWVuZG1lbnQ%3D, Improving Your Soil, One Amendment at a Time | From the Ground Up
95, https://www.youtube.com/watch?v=o7f1qDapOe8&t=33s&pp=ygUaU29pbCB0ZXN0aW5nIGFuZCBhbWVuZG1lbnQ%3D, How to Take a Soil Test | From the Ground Up
96, https://www.youtube.com/watch?v=3he8yFg7YX8&pp=ygUaU29pbCB0ZXN0aW5nIGFuZCBhbWVuZG1lbnTSBwkJfgkBhyohjO8%3D, Collecting Soil Samples | From the Ground Up
97, https://www.youtube.com/watch?v=_JSaI21MazM&pp=ygUVT3BlcmF0aW5nIGEgaGF5IGJhbGVy, Hay : This Is How We Do It
98, https://www.youtube.com/watch?v=7-GOF18RdL8&pp=ygUeV2hhdCB0byBkbyBvbiBhIGZhcm0gaW4gc3VtbWVy, How to Plant and Manage Summer Trap Crops
